id,type,address,neighbourhood,rent,totalCost,area,bedrooms,bathrooms,parkingSpaces,isFurnished,segment,rentPerSqm
895172320,StudioOuKitchenette,Rua Galofre,Chácara Klabin,2300,2993,24,0,1,0,False,studio_0q,95.83
894645229,StudioOuKitchenette,Rua Viaza,Jardim Aeroporto,2690,3536,35,0,1,1,True,studio_0q,76.86
894743919,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2000,2801,25,0,1,0,False,studio_0q,80.0
895035247,StudioOuKitchenette,Avenida Vereador José Diniz,Santo Amaro,2400,2993,28,0,1,0,True,studio_0q,85.71
895244864,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2660,3364,26,0,1,0,True,studio_0q,102.31
894885888,StudioOuKitchenette,Rua Cancioneiro de Évora,Santo Amaro,2937,3663,25,0,1,0,True,studio_0q,117.48
894481078,StudioOuKitchenette,Rua Texas,Brooklin,2200,2326,14,0,1,0,True,studio_0q,157.14
893796693,StudioOuKitchenette,Avenida Francisco Matarazzo,Água Branca,1743,1847,50,0,1,0,False,studio_0q,34.86
895291598,StudioOuKitchenette,Rua Constantino de Sousa,Campo Belo,2856,3622,27,0,1,0,True,studio_0q,105.78
895311546,StudioOuKitchenette,Rua João de Sousa Dias,Campo Belo,3000,3752,28,0,1,0,True,studio_0q,107.14
894646605,StudioOuKitchenette,Rua Artur Prado,Paraíso,3450,3983,26,0,1,0,True,studio_0q,132.69
895247783,StudioOuKitchenette,Rua Eleutério,Brooklin,2450,3169,25,0,1,0,True,studio_0q,98.0
894620792,StudioOuKitchenette,Rua Urânio,Vila da Saúde,1700,1836,22,0,1,0,False,studio_0q,77.27
894229738,StudioOuKitchenette,Rua Vinte E Quatro de Dezembro,Vila Dom Pedro Ii,1890,2205,25,0,1,0,True,studio_0q,75.6
895470276,StudioOuKitchenette,Alameda Ribeiro da Silva,Campos Elíseos,1100,1664,20,0,1,0,False,studio_0q,55.0
895314940,StudioOuKitchenette,Rua Borges Lagoa,Vila Clementino,3200,4171,36,0,1,0,True,studio_0q,88.89
894915369,StudioOuKitchenette,Rua Joaquim Guarani,Jardim das Acacias,3040,3614,19,0,1,0,True,studio_0q,160.0
894718776,StudioOuKitchenette,Rua Caio Prado,Consolação,2300,2986,53,0,1,1,False,studio_0q,43.4
894437685,StudioOuKitchenette,Rua Eleutério,Brooklin,3200,3775,25,0,1,0,True,studio_0q,128.0
895463871,StudioOuKitchenette,Viaduto Santa Generosa,Paraíso,3200,3865,26,0,1,0,True,studio_0q,123.08
894494037,StudioOuKitchenette,Rua Paim,Bela Vista,1955,2930,25,0,1,0,False,studio_0q,78.2
895228218,StudioOuKitchenette,Avenida Armando Ferrentini,Paraíso,2300,3098,22,0,1,0,True,studio_0q,104.55
895065392,StudioOuKitchenette,Avenida Santo Amaro,Santo Amaro,2450,3126,18,0,1,0,False,studio_0q,136.11
894668852,StudioOuKitchenette,Rua Senador Milton Campos,Santo Amaro,2392,3134,23,0,1,0,False,studio_0q,104.0
895269936,StudioOuKitchenette,Rua Borges Lagoa,Vila Clementino,3200,3923,27,0,1,0,False,studio_0q,118.52
895275829,StudioOuKitchenette,Rua Augusta,Consolação,4650,5371,23,0,1,0,True,studio_0q,202.17
894921199,StudioOuKitchenette,Rua Baronesa de Bela Vista,Vila Congonhas,2500,2846,27,0,1,0,False,studio_0q,92.59
895355477,StudioOuKitchenette,Rua Dona Leopoldina,Alto do Ipiranga,1900,2524,20,0,1,0,True,studio_0q,95.0
895311289,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
895151333,StudioOuKitchenette,Rua Domingos de Morais,Vila Mariana,2890,3718,24,0,1,0,True,studio_0q,120.42
894406917,StudioOuKitchenette,Rua Pedro Taques,Consolação,3800,4447,30,0,1,0,True,studio_0q,126.67
895169989,StudioOuKitchenette,Avenida Santo Amaro,Cidade Monções,3500,4142,27,0,1,0,False,studio_0q,129.63
895373524,StudioOuKitchenette,Rua Dona Leopoldina,Alto do Ipiranga,2400,2998,20,0,1,0,True,studio_0q,120.0
895254626,StudioOuKitchenette,Rua Doutor Bacelar,Vila Clementino,3100,3720,26,0,1,0,False,studio_0q,119.23
894592902,StudioOuKitchenette,Avenida Jabaquara,Mirandópolis,3300,4227,32,0,1,0,True,studio_0q,103.12
895269249,StudioOuKitchenette,Rua Ministro Luiz Gallotti,Vila Cordeiro,3200,4233,25,0,1,0,True,studio_0q,128.0
894744025,StudioOuKitchenette,Rua Doutor Bacelar,Vila Clementino,5000,5753,26,0,1,0,True,studio_0q,192.31
895236614,StudioOuKitchenette,Avenida Padre Antônio José dos Santos,Cidade Monções,3150,3768,24,0,1,0,True,studio_0q,131.25
893949255,StudioOuKitchenette,Rua Bela Cintra,Consolação,2800,3608,25,0,1,0,True,studio_0q,112.0
894698760,StudioOuKitchenette,Avenida Brigadeiro Luís Antônio,Bela Vista,1591,1713,20,0,1,0,False,studio_0q,79.55
895311174,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
895249655,StudioOuKitchenette,Avenida Morumbi,Santo Amaro,3100,3555,25,0,1,0,False,studio_0q,124.0
893768076,StudioOuKitchenette,Rua Serra de Bragança,Vila Gomes Cardim,1850,2010,35,0,1,0,False,studio_0q,52.86
895449481,StudioOuKitchenette,Rua Barão de Iguape,Liberdade,1800,2399,28,0,1,0,False,studio_0q,64.29
895367476,StudioOuKitchenette,Rua Santo Amaro,Bela Vista,1820,2262,30,0,1,0,False,studio_0q,60.67
894401911,StudioOuKitchenette,Rua Coronel Lisboa,Vila Mariana,2820,3397,23,0,1,0,True,studio_0q,122.61
895311113,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
894982802,StudioOuKitchenette,Rua Eleutério,Brooklin,3250,3991,25,0,1,0,True,studio_0q,130.0
894958791,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,3200,4073,27,0,1,0,True,studio_0q,118.52
895199711,StudioOuKitchenette,Rua Doutor Natalino Righeto,Tucuruvi,3300,3897,26,0,1,0,True,studio_0q,126.92
895380996,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2400,3052,30,0,1,0,True,studio_0q,80.0
894351142,StudioOuKitchenette,Avenida Santo Amaro,Santo Amaro,3420,4222,29,0,1,0,True,studio_0q,117.93
895452828,StudioOuKitchenette,Rua Eulo Maroni,Vila Lageado,1600,1662,20,0,1,0,False,studio_0q,80.0
895427032,StudioOuKitchenette,Rua Doutor Diogo de Faria,Vila Clementino,3200,3838,29,0,1,0,True,studio_0q,110.34
895045371,StudioOuKitchenette,Avenida Jabaquara,Mirandópolis,2300,3323,27,0,1,0,True,studio_0q,85.19
894801921,StudioOuKitchenette,Rua Renascença,Vila Congonhas,3794,4655,29,0,1,0,True,studio_0q,130.83
893380569,StudioOuKitchenette,Rua Florentino Capelozza,Vila Moreira,1200,1289,25,0,1,0,False,studio_0q,48.0
895400243,StudioOuKitchenette,Rua Constantino de Sousa,Campo Belo,2270,3052,23,0,1,0,True,studio_0q,98.7
894883501,StudioOuKitchenette,Rua Frei Vicente do Salvador,Santana,2080,2544,31,0,1,0,False,studio_0q,67.1
894753764,StudioOuKitchenette,Rua da Consolação,Consolação,2600,3720,35,0,1,0,True,studio_0q,74.29
894666582,StudioOuKitchenette,Rua Paim,Bela Vista,2754,3460,40,0,1,1,False,studio_0q,68.85
895367633,StudioOuKitchenette,R. Mauro - Vila da Saúde São Paulo - Sp Brasil,Vila da Saúde,1900,2608,27,0,1,0,True,studio_0q,70.37
894658346,StudioOuKitchenette,Rua Barão de Jaceguai,Campo Belo,2500,3086,24,0,1,0,True,studio_0q,104.17
895421763,StudioOuKitchenette,Rua Eleutério,Brooklin,3500,4265,29,0,1,0,False,studio_0q,120.69
895358712,StudioOuKitchenette,Rua Augusta,Consolação,3500,4399,28,0,1,0,True,studio_0q,125.0
895248117,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,3000,3764,25,0,1,0,True,studio_0q,120.0
895311191,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
895400317,StudioOuKitchenette,Rua Doutor Tomás Alves,Vila Mariana,3200,4532,33,0,1,0,True,studio_0q,96.97
894230593,StudioOuKitchenette,Rua Humberto I,Vila Mariana,2850,3458,26,0,1,0,False,studio_0q,109.62
895206552,StudioOuKitchenette,Rua Cancioneiro de Évora,Santo Amaro,2600,3278,25,0,1,0,True,studio_0q,104.0
894141090,StudioOuKitchenette,Rua Eleutério,Brooklin,2330,3121,26,0,1,0,False,studio_0q,89.62
895059361,StudioOuKitchenette,Rua Vergueiro,Vila Mariana,2900,3450,29,0,1,0,True,studio_0q,100.0
895211302,StudioOuKitchenette,Rua Domingos de Morais,Vila Mariana,2300,2999,32,0,1,0,False,studio_0q,71.88
895390831,StudioOuKitchenette,Avenida Jamaris,Planalto Paulista,3620,4659,27,0,1,0,True,studio_0q,134.07
895293056,StudioOuKitchenette,Rua Alexandre Dumas,Santo Amaro,2199,2954,25,0,1,0,False,studio_0q,87.96
895153020,StudioOuKitchenette,Rua Paim,Bela Vista,2000,2539,27,0,1,0,False,studio_0q,74.07
895244760,StudioOuKitchenette,Rua João de Lacerda Soares,Jardim das Acacias,6000,7157,32,0,1,1,True,studio_0q,187.5
895365072,StudioOuKitchenette,Rua João de Sousa Dias,Campo Belo,3000,3816,35,0,1,0,True,studio_0q,85.71
894902707,StudioOuKitchenette,Rua Vinte E Oito de Setembro,Vila Dom Pedro I,2100,2669,27,0,1,1,False,studio_0q,77.78
895334336,StudioOuKitchenette,Rua Doutor Penaforte Mendes,Bela Vista,3260,4003,25,0,1,0,True,studio_0q,130.4
895311168,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
894739770,StudioOuKitchenette,Rua Heinrich Hertz,Itaim Bibi,3500,6002,29,0,1,1,False,studio_0q,120.69
894697355,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,3100,3870,25,0,1,0,True,studio_0q,124.0
895055129,StudioOuKitchenette,Rua Cacilda Becker,Jardim das Acacias,3000,3543,26,0,1,0,True,studio_0q,115.38
894638654,StudioOuKitchenette,Rua Constantino de Sousa,Campo Belo,3570,3940,25,0,1,0,True,studio_0q,142.8
894739229,StudioOuKitchenette,Rua Vieira de Morais,Campo Belo,4200,5305,43,0,1,1,True,studio_0q,97.67
894421993,StudioOuKitchenette,Rua Alméria,Vila Granada,2252,2281,40,0,1,1,False,studio_0q,56.3
895066621,StudioOuKitchenette,Rua Doutor Diogo de Faria,Vila Clementino,3300,3985,20,0,1,0,False,studio_0q,165.0
894632696,StudioOuKitchenette,Rua Eleutério,Brooklin Paulista,3000,3669,25,0,1,0,True,studio_0q,120.0
895171773,StudioOuKitchenette,Avenida Vereador José Diniz,Santo Amaro,3198,3914,27,0,1,0,True,studio_0q,118.44
895096272,StudioOuKitchenette,Avenida Onze de Junho,Vila Clementino,3050,4191,44,0,1,0,False,studio_0q,69.32
895207705,StudioOuKitchenette,Rua Stela Marina,Campo Belo,2300,3046,26,0,1,0,False,studio_0q,88.46
895256551,StudioOuKitchenette,Rua Barata Ribeiro,Bela Vista,2500,3424,22,0,1,0,True,studio_0q,113.64
894689026,StudioOuKitchenette,Rua João de Sousa Dias,Campo Belo,3600,4559,34,0,1,0,True,studio_0q,105.88
895335151,StudioOuKitchenette,Avenida Santo Amaro,Santo Amaro,2250,3127,27,0,1,0,False,studio_0q,83.33
895311151,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
895287106,StudioOuKitchenette,Rua Doutor Diogo de Faria,Vila Clementino,2700,3214,25,0,1,0,True,studio_0q,108.0
895105104,StudioOuKitchenette,Rua Cacilda Becker,Jardim das Acacias,2080,32960,24,0,1,0,False,studio_0q,86.67
895210928,StudioOuKitchenette,Rua Cacilda Becker,Jardim das Acacias,2500,3097,27,0,1,0,False,studio_0q,92.59
893919035,StudioOuKitchenette,Rua Doutor Penaforte Mendes,Bela Vista,2179,2803,23,0,1,0,False,studio_0q,94.74
895152031,StudioOuKitchenette,Rua Dona Brígida,Vila Mariana,3500,4359,23,0,1,0,False,studio_0q,152.17
894987506,StudioOuKitchenette,Rua Ettore Lantieri,Sacomã,3400,4032,30,0,1,0,True,studio_0q,113.33
895271309,StudioOuKitchenette,Rua Agostinho Rodrigues Filho,Vila Clementino,2800,3808,24,0,1,0,False,studio_0q,116.67
895278551,StudioOuKitchenette,Rua Augusta,Consolação,3500,4067,20,0,1,0,True,studio_0q,175.0
895140437,StudioOuKitchenette,Rua Genebra,Bela Vista,3500,4415,38,0,1,0,True,studio_0q,92.11
895463618,StudioOuKitchenette,Rua Martins Fontes,Consolação,1600,2271,35,0,1,0,True,studio_0q,45.71
894806225,StudioOuKitchenette,Rua Guaraiúva,Cidade Monções,2500,2596,30,0,1,0,True,studio_0q,83.33
894698762,StudioOuKitchenette,Avenida Brigadeiro Luís Antônio,Bela Vista,1500,1618,20,0,1,0,False,studio_0q,75.0
895351948,StudioOuKitchenette,Rua Galileu,Jardim Aeroporto,2300,2806,40,0,1,0,False,studio_0q,57.5
895311202,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
895070603,StudioOuKitchenette,Rua Manoel Dutra,Bela Vista,1650,2293,19,0,1,0,False,studio_0q,86.84
895240411,StudioOuKitchenette,Rua Santo Antônio,Bela Vista,3000,3666,67,0,1,0,False,studio_0q,44.78
895251907,StudioOuKitchenette,Rua Arabé,Vila Clementino,2500,3794,40,0,1,0,True,studio_0q,62.5
895007237,StudioOuKitchenette,Rua Cacilda Becker,Jardim das Acacias,2100,2704,25,0,1,0,False,studio_0q,84.0
895311147,StudioOuKitchenette,Rua das Sempre-vivas,Jardim das Acacias,2570,3345,22,0,1,0,True,studio_0q,116.82
895001381,StudioOuKitchenette,Avenida Agami,Indianópolis,2250,2945,19,0,1,0,False,studio_0q,118.42
894704981,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2795,3533,25,0,1,0,True,studio_0q,111.8
895154262,StudioOuKitchenette,Rua Avanhandava,Consolação,2500,3251,25,0,1,0,True,studio_0q,100.0
894413223,StudioOuKitchenette,Rua Major Diogo,Bela Vista,3493,3628,19,0,1,0,True,studio_0q,183.84
895371435,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2760,3616,26,0,1,0,False,studio_0q,106.15
894752381,StudioOuKitchenette,Rua Laplace,Campo Belo,2850,3419,24,0,1,0,True,studio_0q,118.75
895254646,StudioOuKitchenette,Avenida Paulista,Jardins,3490,4225,38,0,1,0,True,studio_0q,91.84
895286120,StudioOuKitchenette,Rua da Consolação,Consolação,4400,5147,22,0,1,0,True,studio_0q,200.0
894903234,StudioOuKitchenette,Avenida dos Imarés,Moema,3500,4431,28,0,1,0,True,studio_0q,125.0
894942870,StudioOuKitchenette,Rua Ibiporã,Vila Divina Pastora,1200,1506,27,0,1,0,True,studio_0q,44.44
895025211,StudioOuKitchenette,Rua Cancioneiro de Évora,Santo Amaro,2690,3444,24,0,1,0,False,studio_0q,112.08
893967237,StudioOuKitchenette,Rua Santa Madalena,Liberdade,1150,1194,20,0,1,0,False,studio_0q,57.5
894710542,StudioOuKitchenette,Rua Francisca Miquelina,Bela Vista,1545,2260,31,0,1,0,False,studio_0q,49.84
894659364,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acácias,3700,4565,29,0,1,0,True,studio_0q,127.59
895461011,StudioOuKitchenette,Rua Agostinho Rodrigues Filho,Vila Clementino,2750,3298,28,0,1,0,True,studio_0q,98.21
895047957,StudioOuKitchenette,Rua Marcial,Mooca,2280,2746,29,0,1,0,True,studio_0q,78.62
895040606,StudioOuKitchenette,Avenida Onze de Junho,Vila Clementino,2700,3614,28,0,1,0,True,studio_0q,96.43
894485559,StudioOuKitchenette,Rua Antônio Clemente,Jardim Sao Paulo(zona Norte),2300,2889,25,0,1,1,True,studio_0q,92.0
895263409,StudioOuKitchenette,Avenida Santo Amaro,Brooklin,4200,4362,24,0,1,0,True,studio_0q,175.0
894356957,StudioOuKitchenette,Rua Cardoso de Almeida,Perdizes,3200,4233,28,0,1,0,True,studio_0q,114.29
894736746,StudioOuKitchenette,Avenida Bernardino de Campos,Paraíso,3340,3791,21,0,1,0,True,studio_0q,159.05
894806243,StudioOuKitchenette,Rua Guaraiúva,Cidade Monções,3100,3262,30,0,1,0,True,studio_0q,103.33
895220910,StudioOuKitchenette,Rua Eduardo Carlos Pereira,Ipiranga,1900,2644,33,0,1,0,False,studio_0q,57.58
895173429,StudioOuKitchenette,Rua Stela Marina,Brooklin,3000,3837,30,0,1,0,True,studio_0q,100.0
894811637,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,3300,4202,25,0,1,0,False,studio_0q,132.0
895315445,StudioOuKitchenette,Rua João de Lacerda Soares,Jardim das Acacias,3800,4747,33,0,1,1,True,studio_0q,115.15
895344391,StudioOuKitchenette,Rua Doutor Antônio Bento,Santo Amaro,3260,3672,24,0,1,0,True,studio_0q,135.83
894396440,StudioOuKitchenette,Rua Nestor Pestana,Consolação,2800,3268,34,0,1,0,True,studio_0q,82.35
895099012,StudioOuKitchenette,Avenida Nove de Julho,Consolação,2000,2513,30,0,1,0,False,studio_0q,66.67
895095325,StudioOuKitchenette,Rua Getúlio Soares da Rocha,Jardim das Acacias,2499,3274,30,0,1,0,True,studio_0q,83.3
895197843,StudioOuKitchenette,Rua Cacilda Becker,Jardim das Acacias,2550,3307,26,0,1,0,True,studio_0q,98.08
894788342,StudioOuKitchenette,Rua João de Lacerda Soares,Jardim das Acacias,2990,3540,32,0,1,0,False,studio_0q,93.44
895143764,StudioOuKitchenette,Rua Castro Alves,Aclimação,1800,2429,50,0,1,0,False,studio_0q,36.0
895461042,StudioOuKitchenette,Praça Doutor Mário Margarido,Sé,960,1467,32,0,1,0,False,studio_0q,30.0
894013168,StudioOuKitchenette,Rua Padre Machado,Bosque da Saúde,1700,1766,35,0,1,0,True,studio_0q,48.57
895124987,StudioOuKitchenette,Rua Borges Lagoa,Vila Clementino,2700,3569,28,0,1,0,True,studio_0q,96.43
894819789,StudioOuKitchenette,Rua João de Lacerda Soares,Jardim das Acacias,4000,4685,30,0,1,0,True,studio_0q,133.33
894765122,StudioOuKitchenette,Rua do Estilo Barroco,Santo Amaro,3500,4202,29,0,1,0,False,studio_0q,120.69
894866313,StudioOuKitchenette,Rua João de Sousa Dias,Campo Belo,3750,4519,28,0,1,0,True,studio_0q,133.93
894982887,StudioOuKitchenette,Avenida Armando Ferrentini,Paraíso,2200,2984,22,0,1,0,False,studio_0q,100.0
894753703,StudioOuKitchenette,Rua Dona Luísa Scarpini,Vila Dom Pedro Ii,1480,1616,25,0,1,0,False,studio_0q,59.2
895273215,StudioOuKitchenette,Rua Alfredo Pujol,Santana,1400,1454,30,0,1,1,False,studio_0q,46.67
894827504,StudioOuKitchenette,Avenida Ipiranga,Centro Histórico de São Paulo,1870,2543,32,0,1,0,False,studio_0q,58.44
895275018,StudioOuKitchenette,Rua Doutor Penaforte Mendes,Consolação,3180,3793,27,0,1,0,True,studio_0q,117.78
895351936,StudioOuKitchenette,Rua Galileu,Jardim Aeroporto,2300,2806,40,0,1,0,False,studio_0q,57.5
894743403,StudioOuKitchenette,Avenida Adolfo Pinheiro,Santo Amaro,2790,3368,25,0,1,0,True,studio_0q,111.6
895309787,StudioOuKitchenette,Rua Cacilda Becker,Jardim das Acacias,3600,4187,22,0,1,0,True,studio_0q,163.64
894758896,StudioOuKitchenette,Avenida Adolfo Pinheiro,Santo Amaro,2500,3176,30,0,1,0,False,studio_0q,83.33
894988128,StudioOuKitchenette,Avenida Brigadeiro Luís Antônio,Bela Vista,2640,3122,34,0,1,0,True,studio_0q,77.65
894923389,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2790,3533,25,0,1,0,True,studio_0q,111.6
894361682,StudioOuKitchenette,Avenida dos Imarés,Indianópolis,3000,3805,22,0,1,0,True,studio_0q,136.36
894542351,StudioOuKitchenette,Avenida Jabaquara,Mirandópolis,3350,4233,27,0,1,0,True,studio_0q,124.07
894802871,StudioOuKitchenette,Rua Senador Milton Campos,Santo Amaro,2800,3369,22,0,1,0,True,studio_0q,127.27
894698765,StudioOuKitchenette,Avenida Brigadeiro Luís Antônio,Bela Vista,1517,1701,18,0,1,0,False,studio_0q,84.28
895076109,StudioOuKitchenette,Rua João de Sousa Dias,Campo Belo,3300,4186,25,0,1,0,True,studio_0q,132.0
895078030,StudioOuKitchenette,Rua Madre Cabrini,Vila Mariana,3400,4154,23,0,1,0,True,studio_0q,147.83
894602746,StudioOuKitchenette,Rua Capellen,Jardim Caravelas,1790,2216,28,0,1,0,False,studio_0q,63.93
894600099,StudioOuKitchenette,Rua Stela Marina,Campo Belo,4900,6089,25,0,1,0,True,studio_0q,196.0
895205846,StudioOuKitchenette,Rua Godói Colaço,Vila Cordeiro,3010,3526,24,0,1,1,True,studio_0q,125.42
895270505,StudioOuKitchenette,Rua Godói Colaço,Vila Cordeiro,2550,3128,26,0,1,0,True,studio_0q,98.08
895467598,StudioOuKitchenette,Rua Força Pública,Centro,2500,3213,28,0,1,0,True,studio_0q,89.29
895086878,StudioOuKitchenette,Rua Joaquim Miranda,Vila Augusta,2200,2465,41,0,1,1,False,studio_0q,53.66
895223048,StudioOuKitchenette,Avenida Monteiro Lobato,Macedo,2500,6680,28,0,1,1,False,studio_0q,89.29
895412866,StudioOuKitchenette,Avenida Paulo Faccini,Macedo,2680,3694,39,0,1,1,True,studio_0q,68.72
895332535,StudioOuKitchenette,Rua Força Pública,Centro,2600,3360,30,0,1,0,False,studio_0q,86.67
895481669,StudioOuKitchenette,Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,2950,3525,23,1,1,0,True,studio_1q,128.26
895470593,StudioOuKitchenette,Rua Dona Leopoldina,Alto do Ipiranga,2300,3075,20,1,1,0,True,studio_1q,115.0
895183723,StudioOuKitchenette,Avenida Jandira,Indianópolis,2500,3917,36,1,1,1,True,studio_1q,69.44
895285697,StudioOuKitchenette,Alameda dos Jurupis - Moema São Paulo - Sp Brasil,Moema,4000,4756,25,1,1,0,True,studio_1q,160.0
894563436,StudioOuKitchenette,Rua Antônio Clemente,Jardim São Paulo(zona Norte),1930,2468,25,1,1,0,True,studio_1q,77.2
